song,singer,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Siempre Fuiste Mi Amor,GIT,spotify:track:16wwbTwgor5lgauAEXS2qQ,0.769,0.619,7,-13.982,1,0.191,0.214,0.0,0.213,0.728,75.473,audio_features,16wwbTwgor5lgauAEXS2qQ,spotify:track:16wwbTwgor5lgauAEXS2qQ,https://api.spotify.com/v1/tracks/16wwbTwgor5lgauAEXS2qQ,https://api.spotify.com/v1/audio-analysis/16wwbTwgor5lgauAEXS2qQ,237773,4
Tarado De Cumpleaños,GIT,spotify:track:1okGO68FnEbaG8Rz8LcKw7,0.755,0.485,4,-12.978,0,0.0303,0.057,5.46e-05,0.0815,0.511,130.449,audio_features,1okGO68FnEbaG8Rz8LcKw7,spotify:track:1okGO68FnEbaG8Rz8LcKw7,https://api.spotify.com/v1/tracks/1okGO68FnEbaG8Rz8LcKw7,https://api.spotify.com/v1/audio-analysis/1okGO68FnEbaG8Rz8LcKw7,199373,4
Crimen,Gustavo Cerati,spotify:track:3oqWr0jDWNXxWufNogGREp,0.537,0.502,4,-8.406,1,0.025,0.44,0.0709,0.199,0.288,80.511,audio_features,3oqWr0jDWNXxWufNogGREp,spotify:track:3oqWr0jDWNXxWufNogGREp,https://api.spotify.com/v1/tracks/3oqWr0jDWNXxWufNogGREp,https://api.spotify.com/v1/audio-analysis/3oqWr0jDWNXxWufNogGREp,232027,4
Puente,Gustavo Cerati,spotify:track:6gwaa6ElIixNTvu6RwkMyo,0.444,0.471,10,-9.107,1,0.0322,0.00161,0.00159,0.14,0.205,76.335,audio_features,6gwaa6ElIixNTvu6RwkMyo,spotify:track:6gwaa6ElIixNTvu6RwkMyo,https://api.spotify.com/v1/tracks/6gwaa6ElIixNTvu6RwkMyo,https://api.spotify.com/v1/audio-analysis/6gwaa6ElIixNTvu6RwkMyo,273800,4
Adiós,Gustavo Cerati,spotify:track:1rh4kDY9T4fHVDum8Foi5k,0.495,0.596,2,-5.45,1,0.024,0.14,0.00316,0.114,0.284,94.119,audio_features,1rh4kDY9T4fHVDum8Foi5k,spotify:track:1rh4kDY9T4fHVDum8Foi5k,https://api.spotify.com/v1/tracks/1rh4kDY9T4fHVDum8Foi5k,https://api.spotify.com/v1/audio-analysis/1rh4kDY9T4fHVDum8Foi5k,233747,4
Lago en el Cielo,Gustavo Cerati,spotify:track:17eJyYLIlMNlOqcwHYJ9F2,0.539,0.833,7,-5.717,1,0.0322,0.00173,0.0397,0.315,0.573,128.007,audio_features,17eJyYLIlMNlOqcwHYJ9F2,spotify:track:17eJyYLIlMNlOqcwHYJ9F2,https://api.spotify.com/v1/tracks/17eJyYLIlMNlOqcwHYJ9F2,https://api.spotify.com/v1/audio-analysis/17eJyYLIlMNlOqcwHYJ9F2,308947,4
Me Quedo Aquí,Gustavo Cerati,spotify:track:6lUBD8XA38zIFt6C0giPsP,0.602,0.819,4,-6.219,0,0.0316,0.0811,0.000636,0.565,0.389,117.004,audio_features,6lUBD8XA38zIFt6C0giPsP,spotify:track:6lUBD8XA38zIFt6C0giPsP,https://api.spotify.com/v1/tracks/6lUBD8XA38zIFt6C0giPsP,https://api.spotify.com/v1/audio-analysis/6lUBD8XA38zIFt6C0giPsP,217107,4
Cosas Imposibles,Gustavo Cerati,spotify:track:7be5IEj6GYti0jauRKODoG,0.887,0.675,9,-5.786,1,0.112,0.00112,0.0229,0.107,0.883,119.988,audio_features,7be5IEj6GYti0jauRKODoG,spotify:track:7be5IEj6GYti0jauRKODoG,https://api.spotify.com/v1/tracks/7be5IEj6GYti0jauRKODoG,https://api.spotify.com/v1/audio-analysis/7be5IEj6GYti0jauRKODoG,305573,4
Te Llevo para Que Me Lleves,Gustavo Cerati,spotify:track:5rGphVLnbPdyBQ5X3rjb2X,0.646,0.596,11,-12.475,0,0.028,0.0641,0.294,0.342,0.457,130.151,audio_features,5rGphVLnbPdyBQ5X3rjb2X,spotify:track:5rGphVLnbPdyBQ5X3rjb2X,https://api.spotify.com/v1/tracks/5rGphVLnbPdyBQ5X3rjb2X,https://api.spotify.com/v1/audio-analysis/5rGphVLnbPdyBQ5X3rjb2X,224093,4
Seminare,Serú Girán,spotify:track:7G68g5qnUmVjHDLdzJUlO1,0.493,0.295,7,-12.422,1,0.041,0.908,0.00134,0.19,0.272,125.809,audio_features,7G68g5qnUmVjHDLdzJUlO1,spotify:track:7G68g5qnUmVjHDLdzJUlO1,https://api.spotify.com/v1/tracks/7G68g5qnUmVjHDLdzJUlO1,https://api.spotify.com/v1/audio-analysis/7G68g5qnUmVjHDLdzJUlO1,203407,4
Mujer Amante,Rata Blanca,spotify:track:4eCrF1FgVL4se3AkHOnLDL,0.497,0.649,11,-10.206,0,0.0333,0.0143,3.84e-06,0.0477,0.583,115.358,audio_features,4eCrF1FgVL4se3AkHOnLDL,spotify:track:4eCrF1FgVL4se3AkHOnLDL,https://api.spotify.com/v1/tracks/4eCrF1FgVL4se3AkHOnLDL,https://api.spotify.com/v1/audio-analysis/4eCrF1FgVL4se3AkHOnLDL,363120,4
Aún Estás En Mis Sueños,Rata Blanca,spotify:track:7aqnWkjL494Hn9bxJZ2YBm,0.557,0.942,11,-2.349,1,0.0307,0.00289,0.000822,0.365,0.427,122.072,audio_features,7aqnWkjL494Hn9bxJZ2YBm,spotify:track:7aqnWkjL494Hn9bxJZ2YBm,https://api.spotify.com/v1/tracks/7aqnWkjL494Hn9bxJZ2YBm,https://api.spotify.com/v1/audio-analysis/7aqnWkjL494Hn9bxJZ2YBm,303067,4
El Reino Olvidado,Rata Blanca,spotify:track:5RhexREg5PNy7BwoJnjsUt,0.591,0.873,8,-4.448,0,0.0278,0.00542,3.57e-05,0.151,0.342,130.03,audio_features,5RhexREg5PNy7BwoJnjsUt,spotify:track:5RhexREg5PNy7BwoJnjsUt,https://api.spotify.com/v1/tracks/5RhexREg5PNy7BwoJnjsUt,https://api.spotify.com/v1/audio-analysis/5RhexREg5PNy7BwoJnjsUt,336640,4
Panic Show - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:3uyCoLdG9s4fZGPoj8B2tn,0.368,0.995,9,-5.192,0,0.26,0.0201,0.0061,0.817,0.038,132.833,audio_features,3uyCoLdG9s4fZGPoj8B2tn,spotify:track:3uyCoLdG9s4fZGPoj8B2tn,https://api.spotify.com/v1/tracks/3uyCoLdG9s4fZGPoj8B2tn,https://api.spotify.com/v1/audio-analysis/3uyCoLdG9s4fZGPoj8B2tn,218960,4
En El Baldío - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:1UKPhQchT2xSFJhgfifKzR,0.366,0.969,9,-5.317,0,0.107,0.00209,0.0,0.942,0.222,120.474,audio_features,1UKPhQchT2xSFJhgfifKzR,spotify:track:1UKPhQchT2xSFJhgfifKzR,https://api.spotify.com/v1/tracks/1UKPhQchT2xSFJhgfifKzR,https://api.spotify.com/v1/audio-analysis/1UKPhQchT2xSFJhgfifKzR,253387,4
Lo Frágil De La Locura - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:09MFq4vAtlRnC9dQVQJYln,0.208,0.978,0,-5.354,1,0.184,0.00459,0.00164,0.348,0.128,137.9,audio_features,09MFq4vAtlRnC9dQVQJYln,spotify:track:09MFq4vAtlRnC9dQVQJYln,https://api.spotify.com/v1/tracks/09MFq4vAtlRnC9dQVQJYln,https://api.spotify.com/v1/audio-analysis/09MFq4vAtlRnC9dQVQJYln,283947,4
Balada Del Diablo Y La Muerte - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:7jV4YX9EyNP241MqXHehNZ,0.273,0.914,2,-5.411,1,0.148,0.0717,1.07e-06,0.96,0.157,123.192,audio_features,7jV4YX9EyNP241MqXHehNZ,spotify:track:7jV4YX9EyNP241MqXHehNZ,https://api.spotify.com/v1/tracks/7jV4YX9EyNP241MqXHehNZ,https://api.spotify.com/v1/audio-analysis/7jV4YX9EyNP241MqXHehNZ,418413,4
Cuando Estés Acá - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:24k1Zi2XPGG4os3n7d9wsA,0.359,0.925,9,-6.032,0,0.0605,0.0531,9.12e-06,0.971,0.205,97.635,audio_features,24k1Zi2XPGG4os3n7d9wsA,spotify:track:24k1Zi2XPGG4os3n7d9wsA,https://api.spotify.com/v1/tracks/24k1Zi2XPGG4os3n7d9wsA,https://api.spotify.com/v1/audio-analysis/24k1Zi2XPGG4os3n7d9wsA,390947,4
El Final Es En Donde Partí - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:7GV5ECaDllFsjITwSoM52s,0.248,0.987,0,-5.036,1,0.176,0.00096,8.05e-05,0.987,0.195,146.377,audio_features,7GV5ECaDllFsjITwSoM52s,spotify:track:7GV5ECaDllFsjITwSoM52s,https://api.spotify.com/v1/tracks/7GV5ECaDllFsjITwSoM52s,https://api.spotify.com/v1/audio-analysis/7GV5ECaDllFsjITwSoM52s,296200,4
El Revelde - En Directo Desde Estadio De Huracán Buenos Aires / 2001,La Renga,spotify:track:70rUqeeWwLkDuVI20GqiVw,0.364,0.983,4,-5.539,1,0.189,0.0868,0.0,0.925,0.213,129.062,audio_features,70rUqeeWwLkDuVI20GqiVw,spotify:track:70rUqeeWwLkDuVI20GqiVw,https://api.spotify.com/v1/tracks/70rUqeeWwLkDuVI20GqiVw,https://api.spotify.com/v1/audio-analysis/70rUqeeWwLkDuVI20GqiVw,238627,4
El Revelde,La Renga,spotify:track:24o76WATbnSIhV26hHgUHn,0.487,0.957,4,-4.928,1,0.115,0.0785,0.0,0.221,0.547,125.448,audio_features,24o76WATbnSIhV26hHgUHn,spotify:track:24o76WATbnSIhV26hHgUHn,https://api.spotify.com/v1/tracks/24o76WATbnSIhV26hHgUHn,https://api.spotify.com/v1/audio-analysis/24o76WATbnSIhV26hHgUHn,224267,4
Cuando Estés Acá,La Renga,spotify:track:2rEAG7lKACyW5YVS3KsNoN,0.436,0.83,9,-5.657,0,0.0395,0.00519,9.02e-06,0.165,0.597,96.884,audio_features,2rEAG7lKACyW5YVS3KsNoN,spotify:track:2rEAG7lKACyW5YVS3KsNoN,https://api.spotify.com/v1/tracks/2rEAG7lKACyW5YVS3KsNoN,https://api.spotify.com/v1/audio-analysis/2rEAG7lKACyW5YVS3KsNoN,295773,4
Balada Del Diablo y La Muerte,La Renga,spotify:track:4ObkiTmpsSU31gqGhTb8SH,0.406,0.771,4,-6.991,0,0.0562,0.128,0.0,0.127,0.42,132.002,audio_features,4ObkiTmpsSU31gqGhTb8SH,spotify:track:4ObkiTmpsSU31gqGhTb8SH,https://api.spotify.com/v1/tracks/4ObkiTmpsSU31gqGhTb8SH,https://api.spotify.com/v1/audio-analysis/4ObkiTmpsSU31gqGhTb8SH,336360,4
Lo Frágil De La Locura,La Renga,spotify:track:53LovEbSOlvxq2qj8EMWub,0.293,0.911,9,-6.042,0,0.103,0.000677,7.85e-05,0.0402,0.503,137.016,audio_features,53LovEbSOlvxq2qj8EMWub,spotify:track:53LovEbSOlvxq2qj8EMWub,https://api.spotify.com/v1/tracks/53LovEbSOlvxq2qj8EMWub,https://api.spotify.com/v1/audio-analysis/53LovEbSOlvxq2qj8EMWub,259533,4
En El Baldío,La Renga,spotify:track:6JEEFrc6MHgH7X2hRbijzx,0.486,0.92,2,-6.111,1,0.0581,0.0161,0.0,0.233,0.368,115.175,audio_features,6JEEFrc6MHgH7X2hRbijzx,spotify:track:6JEEFrc6MHgH7X2hRbijzx,https://api.spotify.com/v1/tracks/6JEEFrc6MHgH7X2hRbijzx,https://api.spotify.com/v1/audio-analysis/6JEEFrc6MHgH7X2hRbijzx,242840,4
Oscuro diamante,La Renga,spotify:track:4YXfEjF0PPrgsOk5NR2SBQ,0.46,0.901,0,-3.281,1,0.0416,0.00106,6.33e-05,0.1,0.385,128.048,audio_features,4YXfEjF0PPrgsOk5NR2SBQ,spotify:track:4YXfEjF0PPrgsOk5NR2SBQ,https://api.spotify.com/v1/tracks/4YXfEjF0PPrgsOk5NR2SBQ,https://api.spotify.com/v1/audio-analysis/4YXfEjF0PPrgsOk5NR2SBQ,222784,4
Voy A Bailar A La Nave Del Olvido - Live,La Renga,spotify:track:3K4HPBlXfIhFaWRqpFQ1lP,0.259,0.755,7,-10.248,1,0.0914,0.0561,5.07e-05,0.872,0.344,97.425,audio_features,3K4HPBlXfIhFaWRqpFQ1lP,spotify:track:3K4HPBlXfIhFaWRqpFQ1lP,https://api.spotify.com/v1/tracks/3K4HPBlXfIhFaWRqpFQ1lP,https://api.spotify.com/v1/audio-analysis/3K4HPBlXfIhFaWRqpFQ1lP,306800,4
¿Qué Ves?,Divididos,spotify:track:0aad6vDkOmu9d1aFNvOwYC,0.869,0.53,9,-9.655,0,0.0698,0.0315,0.000123,0.0395,0.749,107.908,audio_features,0aad6vDkOmu9d1aFNvOwYC,spotify:track:0aad6vDkOmu9d1aFNvOwYC,https://api.spotify.com/v1/tracks/0aad6vDkOmu9d1aFNvOwYC,https://api.spotify.com/v1/audio-analysis/0aad6vDkOmu9d1aFNvOwYC,313733,4
El 38,Divididos,spotify:track:2TKA7AOxNJk89Qp5iwzxzr,0.48,0.881,2,-9.815,1,0.0287,5e-05,0.304,0.092,0.86,150.584,audio_features,2TKA7AOxNJk89Qp5iwzxzr,spotify:track:2TKA7AOxNJk89Qp5iwzxzr,https://api.spotify.com/v1/tracks/2TKA7AOxNJk89Qp5iwzxzr,https://api.spotify.com/v1/audio-analysis/2TKA7AOxNJk89Qp5iwzxzr,149533,4
¿Qué Tal?,Divididos,spotify:track:3UZTKmqf8w64igBFK9hNC4,0.656,0.659,7,-13.286,1,0.0506,0.000269,0.776,0.235,0.614,126.932,audio_features,3UZTKmqf8w64igBFK9hNC4,spotify:track:3UZTKmqf8w64igBFK9hNC4,https://api.spotify.com/v1/tracks/3UZTKmqf8w64igBFK9hNC4,https://api.spotify.com/v1/audio-analysis/3UZTKmqf8w64igBFK9hNC4,180427,4
No Tan Distintos,Sumo,spotify:track:05j96TmQibUyoaUAlxMW81,0.684,0.624,11,-7.914,0,0.0657,0.19,0.000113,0.0523,0.916,174.617,audio_features,05j96TmQibUyoaUAlxMW81,spotify:track:05j96TmQibUyoaUAlxMW81,https://api.spotify.com/v1/tracks/05j96TmQibUyoaUAlxMW81,https://api.spotify.com/v1/audio-analysis/05j96TmQibUyoaUAlxMW81,160040,4
Mejor No Hablar de Ciertas Cosas,Sumo,spotify:track:0FHpUs8anxUWl3pMXMhmXj,0.413,0.832,9,-7.331,0,0.117,0.000387,0.586,0.0948,0.733,174.569,audio_features,0FHpUs8anxUWl3pMXMhmXj,spotify:track:0FHpUs8anxUWl3pMXMhmXj,https://api.spotify.com/v1/tracks/0FHpUs8anxUWl3pMXMhmXj,https://api.spotify.com/v1/audio-analysis/0FHpUs8anxUWl3pMXMhmXj,286813,4
La Rubia Tarada,Sumo,spotify:track:0RaRyvHA4z1VWq9BJhA65s,0.69,0.947,4,-10.158,0,0.104,0.144,0.000256,0.61,0.359,122.338,audio_features,0RaRyvHA4z1VWq9BJhA65s,spotify:track:0RaRyvHA4z1VWq9BJhA65s,https://api.spotify.com/v1/tracks/0RaRyvHA4z1VWq9BJhA65s,https://api.spotify.com/v1/audio-analysis/0RaRyvHA4z1VWq9BJhA65s,222533,4
Los Viejos Vinagres,Sumo,spotify:track:587HW7legSOEetkhw2RoO2,0.77,0.718,6,-8.455,0,0.116,0.00819,1.85e-05,0.113,0.831,124.588,audio_features,587HW7legSOEetkhw2RoO2,spotify:track:587HW7legSOEetkhw2RoO2,https://api.spotify.com/v1/tracks/587HW7legSOEetkhw2RoO2,https://api.spotify.com/v1/audio-analysis/587HW7legSOEetkhw2RoO2,197267,4
Yendo De La Cama Al Living,Charly García,spotify:track:13tz2i3p3x2dMK9906nVFk,0.718,0.39,5,-10.679,0,0.12,0.283,0.0013,0.153,0.633,80.136,audio_features,13tz2i3p3x2dMK9906nVFk,spotify:track:13tz2i3p3x2dMK9906nVFk,https://api.spotify.com/v1/tracks/13tz2i3p3x2dMK9906nVFk,https://api.spotify.com/v1/audio-analysis/13tz2i3p3x2dMK9906nVFk,285213,4
Yo No Quiero Volverme Tan Loco,Charly García,spotify:track:68LeIVjVDRMXPlfdFHhID6,0.735,0.645,2,-11.113,1,0.127,0.3,0.0,0.123,0.604,118.725,audio_features,68LeIVjVDRMXPlfdFHhID6,spotify:track:68LeIVjVDRMXPlfdFHhID6,https://api.spotify.com/v1/tracks/68LeIVjVDRMXPlfdFHhID6,https://api.spotify.com/v1/audio-analysis/68LeIVjVDRMXPlfdFHhID6,310707,4
Nos Siguen Pegando Abajo,Charly García,spotify:track:4VikOud5ZmdmHH6h7uQeDB,0.655,0.894,2,-7.696,1,0.0994,0.0271,0.0684,0.0414,0.785,152.354,audio_features,4VikOud5ZmdmHH6h7uQeDB,spotify:track:4VikOud5ZmdmHH6h7uQeDB,https://api.spotify.com/v1/tracks/4VikOud5ZmdmHH6h7uQeDB,https://api.spotify.com/v1/audio-analysis/4VikOud5ZmdmHH6h7uQeDB,206720,4
No Me Dejan Salir,Charly García,spotify:track:6P6rudfmKr7FyArdyEs0Mk,0.72,0.784,0,-7.905,1,0.103,0.075,0.108,0.0482,0.963,162.362,audio_features,6P6rudfmKr7FyArdyEs0Mk,spotify:track:6P6rudfmKr7FyArdyEs0Mk,https://api.spotify.com/v1/tracks/6P6rudfmKr7FyArdyEs0Mk,https://api.spotify.com/v1/audio-analysis/6P6rudfmKr7FyArdyEs0Mk,263200,4
Demoliendo Hoteles,Charly García,spotify:track:29iIRrSuANyjnwag69PHOJ,0.616,0.701,1,-8.467,1,0.0629,0.00321,0.0,0.39,0.411,78.983,audio_features,29iIRrSuANyjnwag69PHOJ,spotify:track:29iIRrSuANyjnwag69PHOJ,https://api.spotify.com/v1/tracks/29iIRrSuANyjnwag69PHOJ,https://api.spotify.com/v1/audio-analysis/29iIRrSuANyjnwag69PHOJ,135973,4
Raros Peinados Nuevos,Charly García,spotify:track:7mnf5omGMUwSfpwZrt5AZ0,0.803,0.672,7,-9.285,0,0.035,0.174,0.00167,0.051,0.772,111.179,audio_features,7mnf5omGMUwSfpwZrt5AZ0,spotify:track:7mnf5omGMUwSfpwZrt5AZ0,https://api.spotify.com/v1/tracks/7mnf5omGMUwSfpwZrt5AZ0,https://api.spotify.com/v1/audio-analysis/7mnf5omGMUwSfpwZrt5AZ0,214760,4
Cerca De La Revolucion,Charly García,spotify:track:66grIvFLGrI4tNhggO2DAd,0.687,0.923,2,-7.592,1,0.0549,0.22,3.08e-06,0.3,0.71,112.51,audio_features,66grIvFLGrI4tNhggO2DAd,spotify:track:66grIvFLGrI4tNhggO2DAd,https://api.spotify.com/v1/tracks/66grIvFLGrI4tNhggO2DAd,https://api.spotify.com/v1/audio-analysis/66grIvFLGrI4tNhggO2DAd,280547,4
No Voy en Tren,Charly García,spotify:track:0rliTXrA8nLBuJcxDuueWU,0.794,0.908,2,-7.132,1,0.0402,0.291,0.251,0.0236,0.965,123.597,audio_features,0rliTXrA8nLBuJcxDuueWU,spotify:track:0rliTXrA8nLBuJcxDuueWU,https://api.spotify.com/v1/tracks/0rliTXrA8nLBuJcxDuueWU,https://api.spotify.com/v1/audio-analysis/0rliTXrA8nLBuJcxDuueWU,181600,4
La Ruta del Tentempié,Charly García,spotify:track:2SmMlziW8PCEkdIuxAhpw9,0.65,0.626,0,-7.231,1,0.03,0.295,0.0447,0.232,0.798,132.482,audio_features,2SmMlziW8PCEkdIuxAhpw9,spotify:track:2SmMlziW8PCEkdIuxAhpw9,https://api.spotify.com/v1/tracks/2SmMlziW8PCEkdIuxAhpw9,https://api.spotify.com/v1/audio-analysis/2SmMlziW8PCEkdIuxAhpw9,260013,4
Rezo por Vos,Charly García,spotify:track:6dOzqs6o4DNzXs4jF2v1Yq,0.568,0.858,2,-8.593,1,0.0506,0.115,3.5e-05,0.176,0.383,120.624,audio_features,6dOzqs6o4DNzXs4jF2v1Yq,spotify:track:6dOzqs6o4DNzXs4jF2v1Yq,https://api.spotify.com/v1/tracks/6dOzqs6o4DNzXs4jF2v1Yq,https://api.spotify.com/v1/audio-analysis/6dOzqs6o4DNzXs4jF2v1Yq,269053,4
Higher Ground - Remastered,Red Hot Chili Peppers,spotify:track:5arVt2Wg0zbiWwAOZef2Nl,0.476,0.979,4,-3.506,0,0.132,0.0014,0.00729,0.0944,0.416,140.404,audio_features,5arVt2Wg0zbiWwAOZef2Nl,spotify:track:5arVt2Wg0zbiWwAOZef2Nl,https://api.spotify.com/v1/tracks/5arVt2Wg0zbiWwAOZef2Nl,https://api.spotify.com/v1/audio-analysis/5arVt2Wg0zbiWwAOZef2Nl,202053,4
Suck My Kiss,Red Hot Chili Peppers,spotify:track:0psB5QzGb4653K0uaPgEyh,0.623,0.936,0,-9.955,1,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,audio_features,0psB5QzGb4653K0uaPgEyh,spotify:track:0psB5QzGb4653K0uaPgEyh,https://api.spotify.com/v1/tracks/0psB5QzGb4653K0uaPgEyh,https://api.spotify.com/v1/audio-analysis/0psB5QzGb4653K0uaPgEyh,217133,4
Breaking the Girl,Red Hot Chili Peppers,spotify:track:0cG9ocYqYOIVtgiWTmTe3g,0.348,0.686,8,-12.748,0,0.0319,0.0233,0.00256,0.145,0.635,178.466,audio_features,0cG9ocYqYOIVtgiWTmTe3g,spotify:track:0cG9ocYqYOIVtgiWTmTe3g,https://api.spotify.com/v1/tracks/0cG9ocYqYOIVtgiWTmTe3g,https://api.spotify.com/v1/audio-analysis/0cG9ocYqYOIVtgiWTmTe3g,295373,3
Aeroplane,Red Hot Chili Peppers,spotify:track:41DpvNasaZdQzQqQYntd0o,0.639,0.839,5,-4.703,1,0.0634,0.0446,3.74e-06,0.468,0.603,101.447,audio_features,41DpvNasaZdQzQqQYntd0o,spotify:track:41DpvNasaZdQzQqQYntd0o,https://api.spotify.com/v1/tracks/41DpvNasaZdQzQqQYntd0o,https://api.spotify.com/v1/audio-analysis/41DpvNasaZdQzQqQYntd0o,285067,4
Road Trippin',Red Hot Chili Peppers,spotify:track:7Gpr3kKk4BMgItz6UbI73q,0.378,0.474,4,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,audio_features,7Gpr3kKk4BMgItz6UbI73q,spotify:track:7Gpr3kKk4BMgItz6UbI73q,https://api.spotify.com/v1/tracks/7Gpr3kKk4BMgItz6UbI73q,https://api.spotify.com/v1/audio-analysis/7Gpr3kKk4BMgItz6UbI73q,204960,4
Tell Me Baby,Red Hot Chili Peppers,spotify:track:0itNMuBHye9fu392b4e9oa,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,audio_features,0itNMuBHye9fu392b4e9oa,spotify:track:0itNMuBHye9fu392b4e9oa,https://api.spotify.com/v1/tracks/0itNMuBHye9fu392b4e9oa,https://api.spotify.com/v1/audio-analysis/0itNMuBHye9fu392b4e9oa,247667,4
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,spotify:track:1Ud6moTC0KyXMq1Oxfien0,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,1Ud6moTC0KyXMq1Oxfien0,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4
Cum on Feel the Noize,Quiet Riot,spotify:track:3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,audio_features,3vV3cr2TpPqFk07zxYUbla,spotify:track:3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/tracks/3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/audio-analysis/3vV3cr2TpPqFk07zxYUbla,290960,4
Here Comes The Sun - Remastered 2009,The Beatles,spotify:track:6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
One,Bee Gees,spotify:track:5JD1nB0KcwWA9p2Yl3OOLP,0.681,0.892,11,-4.107,1,0.0426,0.28,0.0109,0.0384,0.922,109.057,audio_features,5JD1nB0KcwWA9p2Yl3OOLP,spotify:track:5JD1nB0KcwWA9p2Yl3OOLP,https://api.spotify.com/v1/tracks/5JD1nB0KcwWA9p2Yl3OOLP,https://api.spotify.com/v1/audio-analysis/5JD1nB0KcwWA9p2Yl3OOLP,294160,4
Obsession,Animotion,spotify:track:3N7GqZMpZJW69Te1bfUTc3,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,audio_features,3N7GqZMpZJW69Te1bfUTc3,spotify:track:3N7GqZMpZJW69Te1bfUTc3,https://api.spotify.com/v1/tracks/3N7GqZMpZJW69Te1bfUTc3,https://api.spotify.com/v1/audio-analysis/3N7GqZMpZJW69Te1bfUTc3,337267,4
Natural Blues - 2014 Remastered Version,Moby,spotify:track:6EjjEC1md0GPPEoZuAhwDH,0.661,0.785,10,-4.222,0,0.0359,0.141,0.00126,0.292,0.674,107.975,audio_features,6EjjEC1md0GPPEoZuAhwDH,spotify:track:6EjjEC1md0GPPEoZuAhwDH,https://api.spotify.com/v1/tracks/6EjjEC1md0GPPEoZuAhwDH,https://api.spotify.com/v1/audio-analysis/6EjjEC1md0GPPEoZuAhwDH,254947,4
Titanium (feat. Sia) - Alesso Remix,David Guetta,spotify:track:73TU1voolT9RHWGLOHyM0J,0.696,0.652,0,-6.826,0,0.0461,0.00326,0.67,0.0894,0.13,125.981,audio_features,73TU1voolT9RHWGLOHyM0J,spotify:track:73TU1voolT9RHWGLOHyM0J,https://api.spotify.com/v1/tracks/73TU1voolT9RHWGLOHyM0J,https://api.spotify.com/v1/audio-analysis/73TU1voolT9RHWGLOHyM0J,403810,4
Let's Love - David Guetta & MORTEN Future Rave Remix,David Guetta,spotify:track:7HXMzmHisLPilu3phwi73h,0.525,0.797,2,-6.939,0,0.122,0.0582,0.748,0.179,0.0855,125.878,audio_features,7HXMzmHisLPilu3phwi73h,spotify:track:7HXMzmHisLPilu3phwi73h,https://api.spotify.com/v1/tracks/7HXMzmHisLPilu3phwi73h,https://api.spotify.com/v1/audio-analysis/7HXMzmHisLPilu3phwi73h,222850,4
Black,Pearl Jam,spotify:track:5Xak5fmy089t0FYmh3VJiY,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,audio_features,5Xak5fmy089t0FYmh3VJiY,spotify:track:5Xak5fmy089t0FYmh3VJiY,https://api.spotify.com/v1/tracks/5Xak5fmy089t0FYmh3VJiY,https://api.spotify.com/v1/audio-analysis/5Xak5fmy089t0FYmh3VJiY,342653,4
Lick It Up,KISS,spotify:track:3cXiUuiGpFmZ8OdAWKk8Ck,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,audio_features,3cXiUuiGpFmZ8OdAWKk8Ck,spotify:track:3cXiUuiGpFmZ8OdAWKk8Ck,https://api.spotify.com/v1/tracks/3cXiUuiGpFmZ8OdAWKk8Ck,https://api.spotify.com/v1/audio-analysis/3cXiUuiGpFmZ8OdAWKk8Ck,236640,4
